price,bedrooms,sqft_living,sqft_lot,floors,condition,grade,zipcode,lat,long
210000.0,3,1440,10111,1.0,3,7,98001,47.345,-122.28299999999999
460000.0,4,1870,8663,1.0,5,7,98133,47.7366,-122.35
265000.0,2,620,4760,1.0,3,6,98126,47.5286,-122.376
230000.0,3,1240,6195,1.0,3,6,98028,47.7681,-122.266
315000.0,3,1890,10661,1.0,5,7,98038,47.3583,-122.056
432000.0,3,2410,51763,1.0,4,8,98077,47.7429,-122.056
467000.0,3,1530,3984,2.0,3,8,98029,47.568999999999996,-122.007
255000.0,5,2800,9900,1.0,3,7,98023,47.318999999999996,-122.344
316500.0,3,1460,6360,1.0,3,7,98106,47.5311,-122.353
190000.0,4,1580,6250,1.0,3,7,98155,47.7659,-122.31
378000.0,4,1990,23200,1.0,4,7,98059,47.486000000000004,-122.12899999999999
598800.0,6,4470,17877,3.0,3,9,98188,47.4514,-122.273
333800.0,5,1980,3868,1.0,3,7,98118,47.5173,-122.275
690000.0,4,2920,9904,2.0,4,9,98029,47.5759,-121.995
320000.0,4,1660,6200,1.0,4,6,98108,47.56,-122.316
1250000.0,4,3190,6000,1.5,4,9,98144,47.5846,-122.29
335000.0,3,1560,9600,1.0,4,7,98033,47.6918,-122.163
840000.0,3,3050,33920,1.0,3,8,98052,47.7034,-122.072
608250.0,4,3030,21780,2.0,3,8,98166,47.4481,-122.338
998000.0,3,3370,11757,2.0,4,9,98006,47.5573,-122.16
275000.0,3,1490,8000,1.0,3,8,98030,47.3817,-122.166
284200.0,3,1570,9292,1.0,3,7,98001,47.3386,-122.272
930800.0,5,4150,96574,2.0,3,10,98053,47.6664,-122.045
215000.0,4,1430,8775,1.0,3,7,98023,47.3034,-122.383
480000.0,2,1008,26487,1.0,4,6,98070,47.3853,-122.479
347000.0,3,1240,8050,1.0,4,7,98074,47.6108,-122.044
232500.0,3,1370,9760,1.0,4,7,98023,47.3009,-122.384
390000.0,4,1770,33132,1.0,4,8,98058,47.4413,-122.15100000000001
550000.0,3,2160,15360,1.0,3,8,98007,47.6232,-122.13799999999999
590000.0,4,2340,8971,2.0,3,9,98029,47.5679,-122.01100000000001
420850.0,1,960,40946,1.0,5,5,98014,47.6951,-121.86399999999999
345000.0,4,2280,8190,1.0,3,7,98188,47.4414,-122.272
429800.0,3,1970,7000,1.0,3,8,98038,47.3744,-122.04299999999999
302000.0,4,1530,17664,1.5,3,7,98058,47.4549,-122.155
800000.0,4,1790,3952,1.5,4,8,98103,47.68899999999999,-122.352
250000.0,3,1700,6000,2.0,3,8,98092,47.2615,-122.221
605000.0,3,2660,4500,1.0,4,7,98199,47.6391,-122.40299999999999
412000.0,3,1950,52256,1.0,4,8,98042,47.3133,-122.07799999999999
375000.0,3,1130,12500,1.5,3,7,98118,47.5491,-122.26799999999999
725000.0,2,1950,2719,1.0,5,7,98103,47.6513,-122.346
471750.0,5,3790,8200,1.0,3,8,98056,47.4891,-122.19
490000.0,4,2020,85813,2.0,3,7,98027,47.483000000000004,-122.02600000000001
439000.0,2,800,5100,1.0,3,7,98117,47.6775,-122.38799999999999
355000.0,4,1770,8890,1.0,5,6,98166,47.4589,-122.353
250000.0,1,940,87120,1.0,3,6,98019,47.7182,-121.956
780000.0,4,2260,16188,1.0,3,10,98006,47.5637,-122.11200000000001
409000.0,2,890,3271,1.0,4,6,98116,47.5631,-122.381
420000.0,2,860,3880,1.0,4,6,98117,47.6862,-122.391
200000.0,1,680,9600,1.0,3,5,98115,47.6964,-122.306
830000.0,2,2130,35679,1.0,4,7,98033,47.6638,-122.171
695000.0,3,2390,4555,2.0,3,9,98074,47.6199,-122.025
815000.0,4,3488,9614,2.0,3,10,98074,47.6055,-122.01299999999999
210000.0,3,1260,6223,1.0,3,7,98042,47.3574,-122.15799999999999
635000.0,3,2940,6000,1.0,4,8,98177,47.7235,-122.369
562500.0,4,2440,7322,2.0,3,9,98056,47.5357,-122.179
402500.0,4,2600,11951,2.0,3,10,98023,47.3053,-122.34
555000.0,3,2080,7020,1.0,4,7,98115,47.6768,-122.285
310000.0,3,1990,7173,1.0,3,7,98034,47.7116,-122.213
500000.0,4,2840,18001,2.0,3,9,98019,47.7359,-121.962
1600000.0,3,2820,7200,2.0,4,10,98112,47.6298,-122.29
627500.0,4,1560,4080,1.5,3,7,98103,47.6711,-122.331
335000.0,4,2330,7050,2.0,3,8,98178,47.5001,-122.23100000000001
962000.0,4,3320,20100,1.0,4,8,98006,47.5566,-122.15299999999999
299000.0,3,1730,14270,1.0,3,7,98065,47.5318,-121.833
399950.0,4,3110,5868,2.0,3,8,98042,47.3781,-122.126
322000.0,3,1230,9660,1.0,3,7,98053,47.6829,-122.06
430000.0,2,950,4625,1.0,4,7,98103,47.6912,-122.34
307000.0,3,1890,13860,1.0,5,7,98042,47.4156,-122.149
194000.0,3,1010,5000,1.0,3,6,98178,47.4925,-122.27799999999999
180000.0,3,1010,8581,1.0,4,6,98002,47.3043,-122.21600000000001
465000.0,4,2340,13383,1.0,3,8,98074,47.6211,-122.037
722500.0,4,2460,9296,2.0,3,9,98007,47.6125,-122.152
470450.0,2,1010,3400,1.0,3,7,98103,47.6711,-122.329
280000.0,3,1650,6000,2.0,3,7,98030,47.36,-122.194
176250.0,4,1440,6702,1.0,4,7,98002,47.3056,-122.21700000000001
830000.0,3,2760,11287,2.0,3,10,98028,47.739,-122.264
625000.0,3,1660,4800,2.0,3,7,98112,47.6296,-122.30799999999999
1020000.0,4,2960,4760,2.0,3,8,98102,47.6367,-122.318
463500.0,1,1090,8750,1.0,4,6,98118,47.54,-122.26899999999999
272000.0,3,1380,7476,1.0,3,7,98001,47.3336,-122.272
305000.0,2,1290,3140,2.0,3,7,98053,47.6971,-122.02600000000001
760000.0,3,1980,13964,1.0,5,7,98040,47.57100000000001,-122.227
387500.0,2,870,6126,1.0,4,7,98125,47.7024,-122.322
507000.0,3,2140,40098,1.0,5,8,98058,47.4296,-122.111
156000.0,3,770,9750,1.0,3,6,98188,47.4509,-122.275
580000.0,3,1490,857,3.0,3,8,98102,47.6357,-122.324
630000.0,4,2510,35020,1.0,4,8,98075,47.5834,-122.00299999999999
275000.0,5,1950,9000,1.0,3,7,98146,47.4882,-122.339
340000.0,4,2380,7850,2.0,3,8,98055,47.4356,-122.20100000000001
329350.0,2,720,6687,1.0,3,6,98117,47.7001,-122.36200000000001
719950.0,3,2190,2416,3.0,3,8,98117,47.6758,-122.38
875000.0,3,2440,5750,1.0,3,8,98115,47.6991,-122.296
380000.0,4,1740,9150,1.0,3,7,98188,47.4498,-122.28
325000.0,3,1480,97138,1.5,3,7,98010,47.3317,-121.927
475000.0,4,2120,57050,2.0,3,9,98072,47.7611,-122.12799999999999
152900.0,1,900,4368,1.0,5,6,98022,47.2107,-121.99
210000.0,2,1190,7570,1.0,3,6,98146,47.5113,-122.338
350000.0,4,1010,6000,1.0,3,6,98136,47.5518,-122.383
505000.0,3,2100,17882,2.0,4,8,98059,47.4754,-122.119
650000.0,3,2520,5980,1.0,3,8,98116,47.5767,-122.383
369950.0,2,1370,1140,2.0,3,8,98133,47.7053,-122.34200000000001
320000.0,3,1530,2890,2.0,3,7,98108,47.5434,-122.29299999999999
340000.0,4,2530,24700,2.0,3,7,98031,47.3939,-122.177
440000.0,2,1010,1968,1.5,5,5,98107,47.6757,-122.385
219950.0,3,1200,7727,1.0,4,7,98022,47.2021,-121.999
940000.0,4,2720,11740,1.0,5,9,98040,47.5833,-122.242
399950.0,4,1850,6125,1.5,3,6,98126,47.5352,-122.37
1570000.0,3,2340,8828,1.0,4,9,98112,47.632,-122.289
528000.0,4,1860,9750,1.0,3,7,98034,47.7097,-122.20200000000001
545000.0,4,1940,8990,1.0,4,8,98034,47.7021,-122.241
575000.0,2,1680,6194,1.0,3,8,98053,47.7136,-122.03
235000.0,4,1770,10184,1.0,3,8,98023,47.3074,-122.385
272000.0,3,1790,6371,2.0,3,8,98092,47.3291,-122.16799999999999
380000.0,4,1720,9600,1.0,4,8,98059,47.4764,-122.155
195000.0,3,1280,6967,1.5,3,7,98155,47.7512,-122.329
297000.0,3,1690,4988,2.0,3,7,98038,47.3561,-122.015
349000.0,4,2190,7294,2.0,3,8,98023,47.2923,-122.35700000000001
320000.0,2,710,5200,1.0,4,6,98126,47.5376,-122.37100000000001
319990.0,4,1890,10707,1.0,3,7,98148,47.428000000000004,-122.32600000000001
439900.0,2,1410,12282,1.5,5,8,98024,47.5242,-121.926
429000.0,3,2210,3600,2.0,3,8,98125,47.7031,-122.279
272500.0,3,1540,6250,1.0,3,7,98038,47.3539,-122.025
400000.0,4,1350,7255,1.0,4,7,98125,47.7287,-122.31
462000.0,5,1380,4300,1.5,3,7,98103,47.6647,-122.337
510000.0,2,890,6095,1.0,3,7,98115,47.6823,-122.29799999999999
550000.0,3,1900,3255,2.0,3,8,98007,47.6075,-122.147
150000.0,3,1240,5200,1.0,3,6,98042,47.3701,-122.079
460000.0,3,1730,8490,1.0,3,7,98034,47.7187,-122.219
632500.0,4,2090,10306,2.0,3,10,98074,47.6304,-122.051
361000.0,3,1650,11220,1.0,4,7,98077,47.7567,-122.071
437000.0,3,1130,1221,2.0,3,8,98117,47.6799,-122.375
370000.0,6,3240,5750,1.0,4,6,98002,47.3054,-122.221
884250.0,4,3840,12151,2.0,3,10,98075,47.5953,-121.986
235000.0,2,870,5000,1.0,3,6,98126,47.5186,-122.375
767500.0,6,2410,6000,2.0,3,9,98136,47.54,-122.382
1200000.0,3,1560,8078,1.5,4,6,98040,47.5779,-122.24600000000001
715000.0,3,2410,46609,2.0,3,9,98053,47.6789,-122.04799999999999
417000.0,4,2300,7700,1.0,3,7,98125,47.7137,-122.322
199000.0,3,1390,12145,1.0,4,7,98042,47.4225,-122.15
875000.0,5,2920,5568,2.0,3,8,98112,47.6265,-122.31200000000001
545000.0,4,1370,3708,1.5,3,7,98117,47.6849,-122.363
192500.0,2,950,7692,1.0,3,6,98168,47.4909,-122.29799999999999
822500.0,3,3090,7708,2.0,3,10,98052,47.6868,-122.10799999999999
800000.0,4,2390,10000,1.0,3,9,98040,47.5801,-122.229
1250000.0,3,2070,4944,2.0,3,9,98112,47.6256,-122.28399999999999
295000.0,3,1460,7936,2.0,3,7,98038,47.3673,-122.01700000000001
750000.0,4,3430,13907,2.0,3,11,98075,47.5879,-121.993
502000.0,4,1700,8400,1.0,3,7,98177,47.7677,-122.359
1030000.0,3,2640,8000,1.0,4,9,98040,47.5826,-122.24600000000001
398500.0,3,1200,15960,1.5,3,6,98125,47.7163,-122.29899999999999
700000.0,2,1850,4945,1.5,4,7,98126,47.5742,-122.37899999999999
248000.0,5,1510,9078,1.0,4,7,98168,47.4852,-122.305
800000.0,4,2130,2800,1.0,5,7,98103,47.6545,-122.333
383000.0,4,2640,8055,2.0,3,9,98092,47.315,-122.193
688000.0,4,3000,4000,1.5,3,8,98144,47.5744,-122.307
521000.0,3,1870,5455,1.0,5,7,98125,47.7029,-122.29700000000001
365000.0,2,990,9223,1.0,3,7,98125,47.72,-122.32
491000.0,3,2005,7000,1.0,3,7,98122,47.6039,-122.29799999999999
643000.0,3,2030,7700,1.0,5,8,98008,47.62600000000001,-122.11200000000001
279000.0,3,1500,7350,1.0,2,7,98023,47.3025,-122.382
583500.0,4,1530,3900,1.5,4,7,98107,47.6748,-122.37899999999999
310000.0,3,1990,3600,2.0,3,7,98038,47.3841,-122.041
280000.0,3,1400,13975,1.0,4,6,98198,47.4195,-122.33
272000.0,4,1870,5692,2.0,3,7,98058,47.4334,-122.148
870000.0,4,3040,36246,1.5,3,9,98074,47.6093,-122.07
307000.0,3,1790,7259,1.0,3,7,98058,47.4643,-122.171
490000.0,2,1590,4500,1.0,4,7,98116,47.5831,-122.39200000000001
399950.0,3,2050,9396,1.0,5,7,98155,47.7447,-122.32799999999999
1640000.0,5,4220,26784,1.0,3,10,98004,47.6003,-122.206
989000.0,5,4030,13474,2.0,3,11,98075,47.5812,-121.995
264950.0,4,1770,9011,1.0,5,7,98042,47.3646,-122.07600000000001
491500.0,4,2100,7236,1.0,3,8,98034,47.7267,-122.23200000000001
345000.0,3,2120,15003,2.0,3,7,98059,47.4745,-122.12
339900.0,4,2600,18042,1.0,4,8,98092,47.2969,-122.189
852000.0,3,2400,4000,2.0,3,7,98102,47.6288,-122.321
585000.0,5,3180,40946,1.0,3,7,98075,47.5833,-122.073
723000.0,4,2790,8793,1.0,4,8,98006,47.5509,-122.16
594000.0,3,2080,70567,2.0,3,8,98072,47.7221,-122.124
405000.0,2,1370,4102,2.0,4,7,98033,47.6943,-122.184
725500.0,4,2790,74495,2.0,3,9,98053,47.6628,-122.056
800000.0,2,1740,5719,1.0,3,8,98103,47.6729,-122.335
235000.0,3,1190,7280,1.0,4,7,98092,47.3151,-122.19
330000.0,2,860,8308,1.0,4,7,98146,47.5075,-122.37700000000001
678500.0,3,2460,6600,1.0,4,8,98136,47.5215,-122.383
463000.0,4,1980,6660,2.0,4,7,98034,47.7158,-122.167
250000.0,2,670,4640,1.0,3,6,98106,47.53,-122.351
655000.0,3,1410,4800,1.5,4,8,98118,47.5597,-122.26700000000001
239900.0,4,1860,7000,1.0,3,8,98023,47.3127,-122.339
185000.0,3,980,9135,1.0,3,7,98001,47.3496,-122.289
251700.0,3,1810,11800,1.0,3,7,98178,47.4997,-122.23100000000001
400000.0,4,1560,8250,1.0,3,8,98177,47.7565,-122.35799999999999
735000.0,4,2100,7960,1.0,3,8,98004,47.6079,-122.195
82500.0,2,520,22334,1.0,2,5,98168,47.4799,-122.296
765000.0,4,3010,7221,2.0,3,10,98075,47.5833,-121.97
292500.0,4,2140,8162,1.0,3,7,98023,47.3096,-122.37700000000001
270000.0,3,2390,7000,1.0,4,7,98058,47.4568,-122.169
415000.0,2,1510,6807,1.0,3,7,98133,47.71100000000001,-122.353
950000.0,4,2210,19025,1.0,4,7,98004,47.5927,-122.20299999999999
353000.0,3,2170,8396,2.0,3,7,98038,47.3812,-122.023
670950.0,3,1790,2375,3.0,3,8,98107,47.6726,-122.38
585000.0,3,1850,7735,1.0,4,8,98027,47.5608,-122.08200000000001
525000.0,2,1480,43645,1.0,3,8,98027,47.5484,-122.045
605000.0,3,1850,8823,1.0,4,8,98008,47.6379,-122.11200000000001
1010000.0,4,3350,3752,2.0,3,9,98117,47.6782,-122.365
245990.0,3,1040,8410,1.0,3,7,98188,47.453,-122.289
535000.0,4,2810,12607,2.0,3,10,98058,47.4585,-122.13
410000.0,1,1010,5750,1.0,3,7,98136,47.5411,-122.39200000000001
550000.0,3,2250,7752,2.0,4,8,98011,47.7489,-122.185
665000.0,3,1800,8000,1.0,3,8,98008,47.6357,-122.119
455000.0,3,2400,17239,1.0,4,7,98028,47.75,-122.245
440000.0,4,1780,4000,1.5,3,7,98103,47.6624,-122.354
332000.0,3,2120,14915,1.0,3,9,98001,47.3524,-122.285
280000.0,3,1860,6607,2.0,3,7,98023,47.2891,-122.351
570000.0,3,1460,1021,2.0,3,8,98122,47.6169,-122.309
250000.0,3,1230,10350,1.0,4,7,98055,47.428000000000004,-122.199
238000.0,2,1088,8453,1.0,3,6,98001,47.2685,-122.23100000000001
265000.0,3,800,5760,1.0,3,6,98155,47.7505,-122.31700000000001
306000.0,3,1190,10350,1.0,4,7,98028,47.7428,-122.244
345000.0,5,1940,4182,1.0,3,7,98056,47.4911,-122.17
765000.0,4,3300,10764,1.0,4,9,98177,47.7119,-122.365
346300.0,4,2590,11018,2.0,3,8,98092,47.2634,-122.211
342500.0,3,2080,11375,1.0,3,8,98022,47.214,-121.993
501000.0,4,2680,5439,2.0,3,7,98011,47.7534,-122.21799999999999
270000.0,3,1670,8364,1.0,4,7,98042,47.369,-122.084
638000.0,3,1830,4400,1.5,4,8,98122,47.6052,-122.3
460000.0,3,1400,2003,1.0,4,8,98119,47.6508,-122.368
760000.0,4,2770,8521,1.0,4,7,98004,47.6255,-122.199
234000.0,3,1040,8128,1.0,3,6,98019,47.7425,-121.98100000000001
1650000.0,3,2690,8890,2.0,4,10,98006,47.5487,-122.197
488000.0,5,2020,5000,1.5,4,7,98117,47.6949,-122.37
1550000.0,5,2450,20805,2.0,4,9,98004,47.6275,-122.227
499000.0,4,2030,12675,2.0,3,7,98177,47.7689,-122.37899999999999
150000.0,3,1450,6776,1.0,3,7,98178,47.5056,-122.244
333000.0,4,2400,7270,2.0,3,8,98003,47.2697,-122.31200000000001
700000.0,4,2870,8625,1.0,4,8,98155,47.7425,-122.289
275000.0,4,1340,22500,1.5,3,7,98168,47.489,-122.316
330000.0,3,1680,11312,1.0,3,7,98146,47.5051,-122.344
360000.0,4,1850,8827,1.0,3,7,98155,47.7406,-122.31299999999999
467000.0,3,1220,8040,1.5,3,7,98125,47.7133,-122.30799999999999
605000.0,5,3220,9603,2.0,3,8,98052,47.6474,-122.11
750000.0,4,3190,9023,2.0,3,9,98075,47.5898,-121.98899999999999
760000.0,3,3530,69834,2.0,3,10,98053,47.6377,-121.995
265000.0,3,2050,10519,1.0,3,7,98058,47.4257,-122.146
490000.0,3,1720,12540,1.0,4,7,98006,47.5699,-122.177
311750.0,4,2270,12000,1.0,4,7,98023,47.3287,-122.353
399000.0,3,1880,12473,1.0,3,8,98028,47.7623,-122.256
585000.0,4,3110,6479,2.0,3,9,98065,47.5408,-121.861
340000.0,4,2360,7475,2.0,3,8,98031,47.4052,-122.17
612000.0,3,2180,5496,2.0,3,8,98029,47.5723,-122.007
230000.0,2,1910,3376,2.0,3,8,98038,47.3733,-122.057
604000.0,4,2260,7753,2.0,3,9,98029,47.5752,-121.995
250000.0,3,1770,8868,1.0,4,7,98002,47.3188,-122.212
258500.0,3,1460,7930,1.0,3,7,98038,47.358999999999995,-122.04899999999999
783000.0,4,2080,5000,1.0,5,8,98199,47.6422,-122.40299999999999
1050000.0,5,2960,7680,1.0,5,8,98199,47.6456,-122.389
760000.0,4,3220,4031,2.0,3,9,98033,47.688,-122.163
276000.0,3,1140,5000,1.0,3,7,98106,47.5535,-122.36200000000001
550000.0,4,1660,12377,1.0,3,8,98008,47.6231,-122.102
398000.0,4,1430,6240,1.5,5,7,98125,47.7272,-122.311
775000.0,3,1820,4300,1.5,4,8,98107,47.6711,-122.36399999999999
327000.0,4,1620,6000,1.5,5,7,98055,47.4763,-122.206
564500.0,4,3100,14568,2.0,3,8,98019,47.7302,-121.97399999999999
782000.0,4,1500,6820,1.5,5,7,98117,47.6794,-122.37
398000.0,4,2820,5510,2.0,3,9,98038,47.3477,-122.024
235000.0,4,1570,9415,2.0,4,7,98092,47.3168,-122.17399999999999
453000.0,4,2300,37533,1.0,5,8,98070,47.3714,-122.431
670000.0,4,3020,13530,1.0,4,8,98052,47.6299,-122.09899999999999
465000.0,3,1490,10757,1.0,3,7,98034,47.72,-122.229
210000.0,3,1160,5200,1.0,5,7,98042,47.364,-122.094
265000.0,4,2040,4443,2.0,3,8,98092,47.3182,-122.189
529219.0,4,1990,7610,1.0,4,8,98008,47.6236,-122.103
600000.0,3,1900,46609,1.5,4,7,98072,47.7529,-122.116
608000.0,4,2400,7680,1.0,3,7,98199,47.6466,-122.389
220000.0,3,1660,21514,1.0,4,7,98022,47.2159,-121.964
295450.0,3,2030,17120,1.0,4,8,98092,47.2953,-122.185
315000.0,2,840,5087,1.0,3,7,98118,47.5557,-122.27799999999999
205000.0,4,1450,8175,1.0,4,7,98031,47.3933,-122.195
310000.0,3,1460,9908,1.0,3,7,98148,47.4275,-122.331
1000000.0,5,2010,5210,1.5,3,9,98119,47.6501,-122.37
525000.0,4,2910,7631,2.0,3,9,98038,47.3552,-122.001
284000.0,4,1880,8800,1.0,3,7,98168,47.5137,-122.333
510000.0,3,2170,26460,1.0,3,8,98074,47.6147,-122.045
405000.0,2,1260,4377,1.0,4,7,98103,47.6988,-122.354
600000.0,4,2090,45738,2.0,3,8,98053,47.6876,-122.04899999999999
990000.0,4,3450,4940,2.0,3,10,98103,47.692,-122.338
700000.0,3,2600,7668,1.0,4,8,98010,47.3402,-122.046
330000.0,3,1030,7620,1.0,3,7,98126,47.5281,-122.375
340000.0,2,1700,6718,1.0,3,7,98198,47.4131,-122.331
468000.0,2,1480,2167,2.0,3,8,98052,47.6658,-122.132
1340000.0,4,4250,19387,2.0,4,9,98040,47.5578,-122.212
515000.0,3,1600,20873,1.0,3,8,98006,47.5632,-122.182
245000.0,4,1870,8750,1.0,3,7,98022,47.1985,-122.001
265000.0,3,1440,7741,1.0,4,7,98031,47.4042,-122.194
372400.0,3,2720,11937,2.0,3,9,98031,47.4185,-122.212
390000.0,3,1240,8410,1.0,5,6,98155,47.753,-122.32799999999999
208000.0,3,1020,6120,1.0,4,7,98002,47.278,-122.205
273000.0,2,1180,7750,1.0,4,6,98155,47.769,-122.316
455000.0,5,3080,7759,2.0,3,8,98019,47.7454,-121.977
270000.0,4,1750,6397,2.0,3,7,98023,47.3082,-122.35799999999999
618000.0,4,2530,8736,1.0,4,7,98008,47.6049,-122.126
213550.0,3,1580,8541,2.0,3,7,98001,47.3334,-122.289
403500.0,4,2400,3844,1.0,5,7,98133,47.7027,-122.34700000000001
235000.0,3,1300,7600,1.0,4,7,98022,47.2083,-122.005
287500.0,3,1760,7147,1.0,4,6,98055,47.4799,-122.23200000000001
183000.0,3,1070,8100,1.0,4,6,98002,47.2853,-122.22
299500.0,3,1280,6726,1.0,3,6,98144,47.5724,-122.301
610000.0,4,1660,7350,1.0,3,8,98008,47.6263,-122.124
288350.0,3,1860,7963,1.0,3,7,98188,47.4513,-122.26799999999999
500000.0,2,950,4500,1.0,3,7,98103,47.6562,-122.354
625000.0,4,2140,4000,1.0,3,7,98115,47.6792,-122.287
660000.0,3,2260,1825,2.0,3,8,98122,47.6108,-122.30799999999999
775000.0,4,2300,6158,2.0,3,9,98115,47.6943,-122.29899999999999
429500.0,3,1650,7272,1.0,4,7,98034,47.7232,-122.17399999999999
569000.0,3,1990,3000,1.5,3,7,98112,47.6272,-122.29
250000.0,4,1960,7560,1.0,5,7,98031,47.4081,-122.178
530000.0,4,2450,15002,1.0,5,9,98166,47.4268,-122.34299999999999
306000.0,3,910,8658,1.0,3,7,98155,47.7586,-122.303
517100.0,3,1580,9719,1.0,5,7,98056,47.5396,-122.18
354950.0,3,1780,9689,1.0,3,7,98072,47.7628,-122.163
348000.0,3,1040,1824,1.0,3,6,98115,47.6793,-122.3
522250.0,4,2340,41600,1.0,3,8,98077,47.7466,-122.07700000000001
275000.0,3,1720,8755,1.0,3,8,98023,47.3186,-122.391
390000.0,3,1600,10440,1.0,3,7,98125,47.7109,-122.311
260000.0,3,1320,9750,1.0,3,7,98148,47.4267,-122.331
585000.0,5,2350,4178,1.5,3,8,98112,47.6388,-122.3
605000.0,5,2740,5616,1.5,5,7,98115,47.6866,-122.31700000000001
342000.0,4,2300,6448,2.0,3,8,98030,47.3813,-122.204
900000.0,5,4350,37169,2.0,3,10,98005,47.6518,-122.16
252000.0,3,1430,7700,1.0,4,7,98031,47.3993,-122.18299999999999
357000.0,3,2400,14012,1.0,3,9,98003,47.3371,-122.325
370000.0,3,940,7910,1.0,4,6,98008,47.6181,-122.117
322500.0,3,1020,13504,1.0,5,7,98056,47.5121,-122.17
210000.0,2,1680,5756,2.0,4,7,98002,47.3065,-122.22200000000001
290000.0,2,1340,9840,1.0,3,7,98133,47.7202,-122.339
860000.0,4,3960,7012,2.0,3,10,98075,47.5854,-122.08
302000.0,6,2650,4621,1.5,3,8,98118,47.5543,-122.275
369160.0,4,2120,9680,2.0,4,8,98003,47.3367,-122.33200000000001
1190000.0,4,2850,3000,2.5,3,9,98112,47.6406,-122.304
993000.0,4,2850,14810,2.0,5,8,98004,47.5892,-122.20299999999999
380000.0,6,1870,6969,1.0,4,7,98027,47.5342,-122.036
635000.0,4,2660,8160,1.0,4,7,98177,47.7229,-122.359
260000.0,3,1190,11120,1.0,3,6,98024,47.5687,-121.898
1400000.0,4,2770,8879,2.0,3,9,98004,47.5831,-122.193
665000.0,4,2080,8100,1.0,5,8,98177,47.7228,-122.369
898000.0,5,2700,9000,2.0,5,9,98007,47.6599,-122.146
583000.0,4,2200,9453,1.0,5,8,98144,47.5744,-122.305
429000.0,4,2160,7700,2.0,2,8,98033,47.6976,-122.169
471000.0,3,2010,4059,2.0,3,8,98034,47.7317,-122.197
450000.0,3,1770,17208,1.0,3,8,98006,47.5659,-122.117
552500.0,3,1430,5000,1.0,3,7,98117,47.6895,-122.37
437000.0,4,1700,10642,1.0,4,7,98006,47.5674,-122.14200000000001
270000.0,4,1830,5220,1.5,3,7,98118,47.5331,-122.27799999999999
226740.0,3,1410,8800,1.0,4,7,98092,47.2927,-122.18299999999999
283000.0,3,1820,15068,2.0,3,7,98022,47.2103,-121.999
445000.0,4,2430,13211,1.5,4,7,98024,47.5245,-121.926
250000.0,2,740,6840,1.0,5,6,98126,47.5172,-122.375
315000.0,4,2200,8580,1.0,3,8,98023,47.295,-122.37
555000.0,3,2920,23085,1.5,3,7,98136,47.5159,-122.395
264900.0,4,2040,7000,1.0,3,7,98031,47.4056,-122.176
510000.0,3,1600,4510,1.0,3,7,98103,47.6939,-122.34
328000.0,4,1990,3980,2.0,3,7,98058,47.4445,-122.17
358000.0,4,1830,7308,2.0,3,7,98038,47.3565,-122.015
325000.0,3,2540,4260,2.0,3,7,98042,47.3989,-122.164
1370000.0,2,2700,3444,3.0,3,9,98075,47.5684,-122.06
230000.0,4,1440,10800,1.0,4,7,98001,47.3417,-122.28299999999999
705380.0,3,2490,4343,2.0,3,9,98029,47.5493,-121.993
459000.0,5,2650,12987,1.0,4,7,98028,47.7482,-122.244
815000.0,4,2000,3800,2.0,3,8,98115,47.6852,-122.311
495000.0,6,3440,4500,2.0,3,8,98055,47.4871,-122.219
520000.0,3,2280,58712,2.5,3,9,98010,47.3053,-122.0
255000.0,4,2070,7800,2.0,3,8,98003,47.3487,-122.315
588000.0,3,1860,4777,2.0,5,7,98115,47.6892,-122.311
350000.0,3,940,7811,1.0,3,6,98008,47.6195,-122.118
625000.0,4,2290,21486,1.0,5,7,98006,47.5515,-122.189
172500.0,2,1510,20685,1.0,2,6,98059,47.481,-122.116
554000.0,3,1830,3500,1.5,5,7,98116,47.573,-122.383
775000.0,4,3090,7112,2.0,3,9,98052,47.705,-122.118
305000.0,4,1560,8450,1.5,4,6,98166,47.4552,-122.354
232000.0,3,1280,13356,1.0,3,7,98042,47.3715,-122.074
262000.0,4,2020,6236,2.0,3,7,98001,47.2796,-122.24700000000001
234000.0,3,1040,8122,1.0,5,7,98198,47.3731,-122.31200000000001
500000.0,4,2260,7209,1.0,3,7,98125,47.7088,-122.302
278000.0,3,860,7632,1.0,3,6,98166,47.4623,-122.345
230000.0,5,1920,19040,1.0,3,7,98168,47.4756,-122.294
500000.0,4,2290,9215,1.0,5,8,98027,47.5328,-122.051
366500.0,4,2070,9300,1.0,5,7,98155,47.7416,-122.32
665000.0,6,4250,4400,2.5,4,7,98118,47.5584,-122.28299999999999
1100000.0,3,2220,4830,2.0,3,9,98116,47.5825,-122.4
575000.0,2,1840,4076,1.0,3,8,98117,47.6875,-122.39299999999999
674750.0,4,2590,9753,2.0,3,10,98075,47.5848,-122.027
719000.0,5,3110,6131,1.0,5,7,98118,47.5615,-122.279
482000.0,3,2600,105587,1.0,4,7,98070,47.4464,-122.49700000000001
254000.0,2,1060,8187,1.0,4,6,98133,47.7508,-122.34899999999999
443725.0,3,1250,3880,1.0,4,7,98117,47.6869,-122.39200000000001
575000.0,4,2520,35636,2.0,3,8,98053,47.652,-122.031
175000.0,2,1300,44431,1.0,5,6,98001,47.327,-122.26700000000001
550000.0,4,2760,13113,1.0,4,8,98028,47.7669,-122.26799999999999
172040.0,3,1710,7134,1.0,4,7,98031,47.3911,-122.191
